date,PCECC96,GCEC1,GPDIC1,EXPGSC1_IMPGSC1,GDPt_1,GDP_CH,GDP_D,PCECC96_CH,GCEC1_CH,GPDIC1_CH,EXPGSC1_IMPGSC1_CH
01/10/01,8499.132,2632.367,2126.879,-521.794,12822.258,0.001203616,12685.36513,0.006584418,0.006278702,-0.02184379,0.011016854
01/01/02,8524.579,2671.272,2202.776,-546.046,12893.002,0.003980647,12755.94498,0.001298366,0.006371674,0.015227553,0.019730149
01/04/02,8568.126,2696.875,2224.915,-567.704,12955.769,0.002389539,12852.93392,0.002212905,0.004142705,0.004343088,0.016892724
01/07/02,8628.043,2717.759,2224.612,-585.127,12964.016,0.002109146,12920.22392,0.003026456,0.003350125,-5.91E-05,0.013128184
01/10/02,8674.353,2737.143,2220.654,-638.43,13031.169,0.000276362,12959.34998,0.002324791,0.003086545,-0.000773379,0.037863148
01/01/03,8712.527,2728.291,2239.474,-620.325,13152.089,0.002243819,12993.13756,0.001907045,-0.001406797,0.003665128,-0.012494002
01/04/03,8809.507,2771.221,2251.283,-649.704,13372.357,0.004011362,13083.54672,0.004807468,0.006780471,0.002284067,0.020096256
01/07/03,8939.387,2771.238,2330.89,-642.078,13528.71,0.007213223,13247.30093,0.006356134,2.66E-06,0.015091687,-0.005127751
01/10/03,9008.815,2786.323,2413.141,-655.364,13606.509,0.005048425,13440.03704,0.00335993,0.002357634,0.01506092,0.008894792
01/01/04,9096.415,2793.935,2414.528,-676.132,13706.247,0.002490326,13562.44288,0.004202597,0.001184838,0.000249548,0.013548909
01/04/04,9155.468,2809.923,2500.867,-739.964,13830.828,0.003171841,13649.7352,0.002810283,0.002478121,0.01525835,0.039179101
01/07/04,9243.002,2820.664,2539.376,-753.022,13950.376,0.003929627,13760.2134,0.004132498,0.001656937,0.006636415,0.007597073
01/10/04,9337.837,2808.229,2590.616,-769.925,14099.081,0.003737733,13882.62067,0.004433242,-0.001918836,0.008676033,0.009640757
01/01/05,9409.222,2814.091,2664.359,-774.147,14172.695,0.004604892,14014.76412,0.003307427,0.000905617,0.012189699,0.002375013
01/04/05,9511.451,2818.942,2630.506,-773.54,14291.757,0.002261636,14131.00407,0.00469306,0.000748003,-0.005553445,-0.000340659
01/07/05,9585.233,2840.97,2657.863,-777.679,14373.438,0.003633182,14224.28064,0.003355899,0.003380507,0.004493295,0.002317596
01/10/05,9621.339,2830.703,2737.639,-803.875,14546.119,0.002475037,14327.17343,0.001632843,-0.001572343,0.012843588,0.014388151
01/01/06,9729.225,2853.496,2773.826,-798.981,14589.585,0.005186476,14448.17915,0.00484273,0.003482963,0.005703035,-0.002652071
01/04/06,9781.025,2864.122,2755.714,-799.103,14602.633,0.001295802,14564.98011,0.002306122,0.001614245,-0.002845072,6.63E-05
01/07/06,9838.106,2870.426,2727.6,-819.709,14716.93,0.000388232,14595.25024,0.002527129,0.000954842,-0.004453461,0.011056942
01/10/06,9938.409,2889.085,2663.03,-759.291,14726.022,0.003386054,14652.16211,0.004405368,0.002813964,-0.010404623,-0.033251451
01/01/07,9990.657,2882.744,2638.528,-771.013,14838.664,0.000268221,14720.87792,0.002277183,-0.000954243,-0.004014352,0.006653449
01/04/07,10024.604,2907.034,2674.7,-753.725,14938.467,0.003309356,14774.83638,0.001473177,0.003644034,0.00591337,-0.00984878
01/07/07,10069.158,2928.048,2658.118,-703.152,14991.784,0.002911231,14881.92572,0.00192593,0.003128081,-0.002700821,-0.030163704
01/10/07,10081.798,2939.81,2605.21,-622.582,14889.45,0.001547284,14961.59895,0.000544836,0.001741071,-0.00873152,-0.052852656
01/01/08,10060.966,2951.988,2517.473,-623.696,14963.357,-0.002974661,14947.25479,-0.00089831,0.001795325,-0.014877915,0.000776398
01/04/08,10077.94,2974.981,2472.623,-550.382,14891.643,0.002150382,14921.50245,0.000732087,0.003369609,-0.007806917,-0.054308737
01/07/08,10005.097,3016.161,2403.773,-526.919,14576.985,-0.002086421,14932.16968,-0.003150465,0.005970324,-0.012264452,-0.018920363
01/10/08,9884.724,3035.882,2190.041,-530.283,14375.018,-0.009274909,14754.1629,-0.005256756,0.002830367,-0.040441207,0.002763846
01/01/09,9850.832,3040.542,1937.678,-451.324,14355.558,-0.00605931,14488.92559,-0.001491635,0.00066612,-0.053170637,-0.070019276
01/04/09,9806.377,3096.001,1820.549,-366.333,14402.477,-0.000588319,14366.56339,-0.001964327,0.007850085,-0.027079236,-0.090612386
01/07/09,9865.864,3112.999,1804.679,-383.643,14541.901,0.001417112,14375.91586,0.002626539,0.002377889,-0.003802408,0.020051236
01/10/09,9864.805,3106.822,1949.553,-380.448,14604.845,0.004183993,14462.86311,-4.66E-05,-0.000862609,0.033535082,-0.003631973
01/01/10,9917.689,3084.28,2012.899,-408.776,14745.933,0.001875769,14569.20384,0.002321981,-0.003162574,0.013886938,0.031190084
01/04/10,9998.389,3106.209,2116.907,-469.707,14845.458,0.004175304,14665.95215,0.003519544,0.003076876,0.021879795,0.060341643
01/07/10,10063.083,3103.533,2185.703,-498.445,14939.001,0.002921344,14789.07393,0.002801025,-0.000374306,0.013889369,0.025790211
01/10/10,10166.127,3071.524,2166.144,-458.094,14881.301,0.002727956,14886.01104,0.004424476,-0.004502454,-0.003903824,-0.03666264
01/01/11,10217.123,3012.216,2125.917,-466.181,14989.555,-0.001680655,14913.91478,0.002173091,-0.008467802,-0.008141019,0.007599966
01/04/11,10237.676,3008.995,2207.971,-455.249,15021.149,0.003147839,14928.21874,0.000872759,-0.000464645,0.01644706,-0.010305569
01/07/11,10282.234,2990.006,2214.023,-454.323,15190.255,0.000914414,15003.26793,0.001886102,-0.002749406,0.001188763,-0.000884277
01/10/11,10316.777,2978.279,2373.743,-461.679,15291.035,0.00486191,15094.3583,0.00145656,-0.001706681,0.030251569,0.006975397
01/01/12,10379.022,2963.714,2429.596,-462.696,15362.415,0.002871818,15233.94135,0.002612389,-0.002129088,0.010100367,0.000955624
01/04/12,10396.63,2949.378,2489.145,-452.688,15380.802,0.002022611,15321.99411,0.000736156,-0.002105855,0.010516132,-0.009496763
01/07/12,10424.119,2940.856,2482.018,-446.802,15384.254,0.000519488,15370.39767,0.001146772,-0.001256677,-0.00124527,-0.005683874
01/10/12,10453.204,2912.269,2462.188,-426.044,15491.878,9.75E-05,15382.30109,0.001210065,-0.004242272,-0.003483716,-0.020660655
01/01/13,10502.3,2880.574,2543.046,-414.359,15521.559,0.003027627,15430.90236,0.002034994,-0.004752451,0.014033006,-0.012077677
01/04/13,10523.929,2866.231,2574.289,-421.097,15641.336,0.000831272,15504.76132,0.00089349,-0.002167848,0.005303085,0.007005371
01/07/13,10573.135,2851.955,2656.785,-416.098,15793.928,0.003338505,15573.4644,0.002025868,-0.00216852,0.01369911,-0.005186519
01/10/13,10662.222,2831.451,2692.039,-368.072,15757.57,0.004216308,15707.42392,0.003643943,-0.003133618,0.005724937,-0.053262847
01/01/14,10713.384,2827.201,2652.508,-410.995,15935.825,-0.001000909,15778.12763,0.002078951,-0.000652365,-0.006424645,0.047903757
01/04/14,10805.115,2834.668,2750.629,-426.16,16139.513,0.004885307,15834.73891,0.003702722,0.001145515,0.015775315,0.015736145
01/07/14,10909.862,2849.507,2826.445,-416.66,16220.222,0.005515874,16023.96787,0.004189864,0.002267527,0.011808521,-0.009790874
01/10/14,11045.225,2845.038,2817.341,-456.929,16349.97,0.002166368,16174.51502,0.00535531,-0.000681657,-0.001401123,0.040066913
01/01/15,11145.286,2855.726,2905.429,-524.143,16460.889,0.003460166,16276.44388,0.00391665,0.001628464,0.013370852,0.059601068
01/04/15,11227.947,2879.885,2911.295,-526.214,16527.587,0.002936326,16398.0494,0.003209137,0.00365861,0.000875947,0.001712608
01/07/15,11304.567,2888.251,2925.506,-559.309,16547.619,0.001756166,16489.82244,0.002953578,0.001259787,0.002114779,0.026489409
01/10/15,11379.273,2890.238,2879.193,-571.525,16571.573,0.000526061,16536.28381,0.002860585,0.000298674,-0.006930215,0.009383425
01/01/16,11430.549,2903.187,2849.839,-584.218,16663.516,0.000628221,16558.01783,0.001952573,0.001941404,-0.004450452,0.009539701
01/04/16,11537.728,2896.332,2830.237,-572.408,16778.148,0.002402909,16611.44085,0.004053207,-0.001026668,-0.002997521,-0.008869239
01/07/16,11618.098,2899.936,2847.246,-557.294,16851.42,0.002977378,16713.20352,0.003014739,0.000540071,0.002602187,-0.011621328
01/10/16,11702.12,2901.184,2905.72,-631.08,16903.24,0.001892482,16809.93041,0.003129512,0.00018686,0.008828771,0.05400005
01/01/17,11758.04,2896.627,2896.996,-622.219,17031.085,0.001333455,16873.9056,0.002070386,-0.000682699,-0.001305867,-0.006141148
01/04/17,11852.958,2895.23,2924.674,-613.633,17169.733,0.003272359,16958.64406,0.003491812,-0.000209504,0.004129569,-0.006034561
