UKPRN,providerName,Region,subject,sex,yearsAfterGraduation,grads,unmatched,matched,activityNotCaptured,noSustDest,sustEmpOnly,sustEmp,sustEmpFSorBoth,earningsInclude,lowerAnnEarn,medianAnnEarn,upperAnnEarn,POLARGrpOne,POLARGrpOneIncluded,prAttBand,prAttIncluded
10007155,The University of Portsmouth,South East,English studies,Female + Male,1,165,0,165,3.6,14.8,59.4,75.5,81.6,95,14600,17200,20300,5.6,91.5,2,89.1
10007775,Queen Mary University of London,London,English studies,Female + Male,1,180,0.3,175,2.3,14.7,54.5,71.8,83.1,95,10900,16500,21500,5.4,93.5,1,80.2
10005389,Ravensbourne,London,English studies,Female + Male,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007802,The University of Reading,South East,English studies,Female + Male,1,175,0,175,4.9,14.8,58.2,69.9,80.4,100,11800,17500,21300,5,94.3,2,86.7
10007776,Roehampton University,London,English studies,Female + Male,1,105,1.9,100,4.4,14.3,65.5,77.3,81.3,65,12000,17100,21400,7.2,82.3,2,81.3
10005523,Rose Bruford College,London,English studies,Female + Male,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007835,Royal Academy of Music,London,English studies,Female + Male,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10005545,Royal Agricultural University,South West,English studies,Female + Male,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007777,Royal College of Art,London,English studies,Female + Male,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007778,Royal College of Music,London,English studies,Female + Male,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007816,The Royal Central School of Speech and Drama,London,English studies,Female + Male,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10005553,Royal Holloway and Bedford New College,South East,English studies,Female + Male,1,115,0,115,5.2,13.9,49.9,67.3,80.8,55,11400,17300,21900,4.1,95.4,1,89.8
10007837,Royal Northern College of Music,North West,English studies,Female + Male,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007779,The Royal Veterinary College,London,English studies,Female + Male,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007782,St George's Hospital Medical School,London,English studies,Female + Male,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007843,St Mary's University Twickenham,London,English studies,Female + Male,1,45,1.1,45,x,x,x,x,87.9,30,11500,16300,22400,10.7,86.6,2,85.7
10007156,The University of Salford,North West,English studies,Female + Male,1,95,0,95,5.7,14.7,52.7,71.3,79.6,45,10100,13600,15500,17.9,73.7,2,58.6
10007780,The School of Oriental and African Studies,London,English studies,Female + Male,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10005790,Sheffield Hallam University,Yorkshire and the Humber,English studies,Female + Male,1,180,0,180,5,13.4,54,74.7,81.6,95,10900,15300,19000,19.2,92.8,2,88.9
10007157,The University of Sheffield,Yorkshire and the Humber,English studies,Female + Male,1,245,0.4,245,6.1,11.6,53.3,73.7,82.2,125,10300,15600,19700,4.9,95.7,1,90.6
10006022,Southampton Solent University,South East,English studies,Female + Male,1,15,0,15,x,x,x,x,59.3,x,x,x,x,24,92.6,2,81.5
10007158,The University of Southampton,South East,English studies,Female + Male,1,175,0.6,175,2.6,11.2,57.6,73.9,86.2,100,12900,17900,21100,4.8,96,1,86
10006299,Staffordshire University,West Midlands,English studies,Female + Male,1,40,0,40,x,x,53.7,71.7,85.9,20,9200,14100,17000,24,58.9,3,48.6
10037449,University of St Mark and St John,South West,English studies,Female + Male,1,30,0,30,x,x,x,x,90.6,15,12400,15600,17000,23.8,69.4,3,63.5
10014001,University Campus Suffolk,East,English studies,Female + Male,1,35,0,35,x,x,x,x,81.7,20,13200,15100,17800,41.7,50.7,2,49.3
10007159,The University of Sunderland,North East,English studies,Female + Male,1,95,0,95,5.7,12.7,53,74.3,81.6,50,9100,12900,17300,29.4,87.7,3,74.6
10007160,The University of Surrey,South East,English studies,Female + Male,1,60,0.8,60,x,x,61.5,78.2,86.3,35,12600,17300,21600,7.4,86.3,2,83.8
10007806,The University of Sussex,South East,English studies,Female + Male,1,160,0,160,6.2,13.6,52.2,70.4,80.2,80,11000,15300,19800,5.9,89.2,1,84.3
10007161,Teesside University,North East,English studies,Female + Male,1,55,0,55,7.1,10.6,44.7,71.8,82.3,25,10800,15000,17300,34.3,60,3,58.2
10008017,Trinity Laban Conservatoire of Music and Dance,London,English studies,Female + Male,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007784,University College London,London,English studies,Female + Male,1,65,0,65,7.8,10.9,51.2,65.9,81.4,30,14800,18500,24300,x,x,1,89.1
10007163,The University of Warwick,West Midlands,English studies,Female + Male,1,125,0.4,125,5.6,13.6,45.6,65.2,80.8,55,15200,18700,22000,x,x,1,90.4
10007164,University of the West of England Bristol,South West,English studies,Female + Male,1,140,0,140,6.7,12.7,63.3,77,80.6,90,11300,15400,18200,9.8,86.9,2,76
10006566,The University of West London,London,English studies,Female + Male,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007165,The University of Westminster,London,English studies,Female + Male,1,125,0.4,120,5.9,16.6,51.6,67.1,77.5,60,9500,13700,19900,7.8,84.3,2,75.7
10003614,The University of Winchester,South East,English studies,Female + Male,1,105,0,105,2.9,11.4,60.3,79,85.7,60,13500,16400,21200,9.7,88.6,2,81.4
10007166,The University of Wolverhampton,West Midlands,English studies,Female + Male,1,85,0,85,5.3,15.8,53.2,71.9,78.9,45,7700,12600,15400,13.3,66.1,3,59.6
10007139,University of Worcester,West Midlands,English studies,Female + Male,1,55,0,55,x,x,52.2,71.1,82.7,25,10800,13400,16400,17.6,85.9,2,77.4
10007657,Writtle College,East,English studies,Female + Male,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007713,York St John University,Yorkshire and the Humber,English studies,Female + Male,1,120,1.7,115,3.5,16.9,55.8,73.6,79.7,65,10800,14200,17200,14,89.6,2,85.7
10007167,The University of York,Yorkshire and the Humber,English studies,Female + Male,1,180,1.4,180,5.6,13.5,44.2,68.3,80.9,70,10900,17100,21100,5,95.8,1,88.8
10007856,Aberystwyth University,Wales,English studies,Female + Male,1,115,0,115,8.3,11.4,48.3,68.4,80.3,55,10700,13700,16400,11.1,94.7,.,.
10007857,Bangor University,Wales,English studies,Female + Male,1,80,0,80,5.8,9.8,50.5,70.5,84.4,40,9800,14300,16800,9,94.9,.,.
10007814,Cardiff University,Wales,English studies,Female + Male,1,210,0.7,210,3.6,8.3,57.4,78.1,88.1,115,12100,16000,20100,7.1,96.9,.,.
10007854,Cardiff Metropolitan University,Wales,English studies,Female + Male,1,70,1.4,70,7.1,11.4,51.4,68.6,81.4,35,10600,14100,16700,12.9,88.6,.,.
10007833,Glynd?r University,Wales,English studies,Female + Male,1,15,3.1,15,x,x,x,x,93.5,x,x,x,x,x,x,.,.
10007855,Swansea University,Wales,English studies,Female + Male,1,130,1.6,125,4.4,10.3,44,75.8,85.3,55,10900,15000,18000,9.1,91.3,.,.
10007858,University of Wales Trinity Saint David,Wales,English studies,Female + Male,1,20,0,20,x,x,x,x,83.3,x,x,x,x,x,x,.,.
10007793,University of South Wales,Wales,English studies,Female + Male,1,75,0,75,8.4,8.2,54.8,73.5,83.3,40,7500,11800,15300,27.4,75.8,.,.
10008574,University of Wales (central functions),Wales,English studies,Female + Male,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007783,The University of Aberdeen,Scotland,English studies,Female + Male,1,85,4,85,6.6,14.4,54.5,69.5,79,40,13600,16600,20600,..,..,.,.
10007849,University of Abertay Dundee,Scotland,English studies,Female + Male,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007852,The University of Dundee,Scotland,English studies,Female + Male,1,55,0.9,55,5.5,8.5,33.7,66.9,86,20,9700,11600,19000,..,..,.,.
10007772,Edinburgh Napier University,Scotland,English studies,Female + Male,1,25,3.7,25,x,x,x,x,78.8,15,9900,14800,18600,..,..,.,.
10007790,The University of Edinburgh,Scotland,English studies,Female + Male,1,145,1,145,5.2,12.7,50.5,64.3,82.1,70,12500,17900,22400,..,..,.,.
10007762,Glasgow Caledonian University,Scotland,English studies,Female + Male,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10002681,Glasgow School of Art,Scotland,English studies,Female + Male,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007794,The University of Glasgow,Scotland,English studies,Female + Male,1,235,2.3,230,5.6,16.4,41.9,67,78,90,11300,14600,20300,..,..,.,.
10007764,Heriot-Watt University,Scotland,English studies,Female + Male,1,0,x,x,x,x,x,x,x,x,x,x,x,..,..,..,..
10005337,Queen Margaret University Edinburgh,Scotland,English studies,Female + Male,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10005500,The Robert Gordon University,Scotland,English studies,Female + Male,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10005561,Royal Conservatoire of Scotland,Scotland,English studies,Female + Male,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007803,The University of St Andrews,Scotland,English studies,Female + Male,1,60,1.7,60,9.4,9.4,41,69.2,81.2,20,14800,19600,29600,..,..,.,.
10005700,SRUC,Scotland,English studies,Female + Male,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007804,The University of Stirling,Scotland,English studies,Female + Male,1,50,0,50,x,x,52.9,65.5,78,25,10900,18500,24000,..,..,.,.
10007805,The University of Strathclyde,Scotland,English studies,Female + Male,1,65,0.8,65,11.1,18.3,42.9,58.7,70.6,25,11000,13800,18000,..,..,.,.
10007114,University of the Highlands and Islands,Scotland,English studies,Female + Male,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007800,The University of the West of Scotland,Scotland,English studies,Female + Male,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10000291,Anglia Ruskin University,East,Historical & philosophical studies,Female + Male,1,110,1.8,105,8.5,13.6,65.7,74.2,77.9,65,8600,13600,17300,9.2,66.7,3,58.2
10007759,Aston University,West Midlands,Historical & philosophical studies,Female + Male,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10000571,Bath Spa University,South West,Historical & philosophical studies,Female + Male,1,140,0,140,4.5,11.8,53.7,76.5,83.8,70,10400,13800,18600,6.8,86.2,2,78.3
10007850,The University of Bath,South West,Historical & philosophical studies,Female + Male,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007152,University of Bedfordshire,East,Historical & philosophical studies,Female + Male,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007760,Birkbeck College,London,Historical & philosophical studies,Female + Male,1,125,3.2,120,14.3,5.2,44.4,68.9,80.5,45,13900,23000,36300,x,x,2,5.8
10007140,Birmingham City University,West Midlands,Historical & philosophical studies,Female + Male,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10006840,The University of Birmingham,West Midlands,Historical & philosophical studies,Female + Male,1,385,0.5,380,5.2,14.7,51.5,71.2,80.1,185,11300,16900,21100,4.3,93.8,1,89.1
10000712,University College Birmingham,West Midlands,Historical & philosophical studies,Female + Male,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007811,Bishop Grosseteste University,East Midlands,Historical & philosophical studies,Female + Male,1,40,0,40,x,x,61.4,81.9,89.2,25,5400,11100,14400,31.3,57.8,3,56.6
10006841,The University of Bolton,North West,Historical & philosophical studies,Female + Male,1,15,0,15,x,x,x,x,74.2,x,x,x,x,x,x,3,38.7
10000385,The Arts University Bournemouth,South West,Historical & philosophical studies,Female + Male,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10000824,Bournemouth University,South West,Historical & philosophical studies,Female + Male,1,75,0,75,6.5,14.9,65.3,72.8,78.7,50,10900,16300,19100,19.4,92.2,3,84.7
10007785,The University of Bradford,Yorkshire and the Humber,Historical & philosophical studies,Female + Male,1,20,2.4,20,x,x,x,x,69,x,x,x,x,x,x,3,89.1
10000886,The University of Brighton,South East,Historical & philosophical studies,Female + Male,1,105,0,105,3.9,11.1,58.9,73.4,85,55,9600,16100,20700,4.3,67.6,2,57.5
10007786,The University of Bristol,South West,Historical & philosophical studies,Female + Male,1,345,0.3,345,8.2,13.4,55.9,70.6,78.4,180,12100,17700,23400,3.6,93.3,1,86.2
10000961,Brunel University London,London,Historical & philosophical studies,Female + Male,1,55,0,55,11.7,14.4,52.3,66.7,73.9,30,14000,18400,19700,x,x,2,91.9
10000975,Buckinghamshire New University,South East,Historical & philosophical studies,Female + Male,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007787,The University of Buckingham,South East,Historical & philosophical studies,Female + Male,1,0,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
10007788,The University of Cambridge,East,Historical & philosophical studies,Female + Male,1,345,1,340,12.7,15.5,43.7,58.6,71.8,130,14300,20700,25000,2.2,89.1,1,76.8
10003324,The Institute of Cancer Research,London,Historical & philosophical studies,Female + Male,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10001143,Canterbury Christ Church University,South East,Historical & philosophical studies,Female + Male,1,130,0.8,130,4.3,12.5,64.7,80.8,83.1,75,12200,15100,19300,7.5,83.9,2,79.2
10007141,The University of Central Lancashire,North West,Historical & philosophical studies,Female + Male,1,75,1.4,70,4.6,17.5,52.2,67.9,77.8,35,11900,13900,16700,25.9,75.8,2,63.8
10007848,University of Chester,North West,Historical & philosophical studies,Female + Male,1,130,2.3,130,5.4,10,55.2,73.1,84.6,60,11100,14700,18600,12.9,63,2,53
10007137,The University of Chichester,South East,Historical & philosophical studies,Female + Male,1,80,1.2,80,5,12,x,x,83,45,9600,13600,17000,5.9,63.9,3,62.4
10001478,The City University,London,Historical & philosophical studies,Female + Male,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10001653,Conservatoire for Dance and Drama,London,Historical & philosophical studies,Female + Male,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007761,Courtauld Institute of Art,London,Historical & philosophical studies,Female + Male,1,40,0,40,x,x,43.9,65.9,80.5,15,7800,18500,23600,x,x,1,80.5
10001726,Coventry University,West Midlands,Historical & philosophical studies,Female + Male,1,55,1.9,55,x,x,x,x,78.3,35,11100,16700,19500,7.1,93.4,2,88.7
10007822,Cranfield University,East,Historical & philosophical studies,Female + Male,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10006427,University for the Creative Arts,South East,Historical & philosophical studies,Female + Male,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007842,University of Cumbria,North West,Historical & philosophical studies,Female + Male,1,30,0,30,x,x,x,x,84.1,20,11900,19700,21300,15.4,82.5,3,61.9
10001883,De Montfort University,East Midlands,Historical & philosophical studies,Female + Male,1,40,0,40,x,x,65.8,78.5,87.3,25,11900,14300,18100,16.2,93.7,2,92.4
10007851,University of Derby,East Midlands,Historical & philosophical studies,Female + Male,1,50,0,50,x,x,69.5,81.5,88.3,35,9800,13700,16000,14.8,81.2,3,77.9
10007143,University of Durham,North East,Historical & philosophical studies,Female + Male,1,300,0.8,295,11.4,15.2,42.4,59.8,73.4,115,11500,18400,25200,3.1,92,1,79
10007789,The University of East Anglia,East,Historical & philosophical studies,Female + Male,1,250,0.6,250,3.3,10.9,51.9,74.1,85.8,120,12500,17500,20700,5.7,95.2,1,87.9
10007144,The University of East London,London,Historical & philosophical studies,Female + Male,1,10,0,10,x,x,x,x,66.2,x,x,x,x,x,x,3,40.5
10007823,Edge Hill University,North West,Historical & philosophical studies,Female + Male,1,55,0,55,x,x,69.5,84.5,92.7,40,12100,15000,19000,14.3,70,3,66.4
10007791,The University of Essex,East,Historical & philosophical studies,Female + Male,1,185,0.8,180,5.9,20.4,45,62.3,73.7,80,10800,16100,21700,5,92,2,85
10007792,The University of Exeter,South West,Historical & philosophical studies,Female + Male,1,350,0.3,350,9.2,11.9,51.1,69.6,78.9,170,13300,19700,24300,3,92.4,1,82.8
10008640,Falmouth University,South West,Historical & philosophical studies,Female + Male,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10004511,The National Film and Television School,South East,Historical & philosophical studies,Female + Male,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007145,University of Gloucestershire,South West,Historical & philosophical studies,Female + Male,1,65,1.5,65,7.6,13,60.3,70.2,79.4,35,12100,15000,18700,12.2,74.8,2,67.2
10002718,Goldsmiths College,London,Historical & philosophical studies,Female + Male,1,110,1.2,105,6.1,14.5,56.9,69.4,79.4,60,11200,18700,22400,6.9,75,2,68.9
10007146,The University of Greenwich,London,Historical & philosophical studies,Female + Male,1,75,0,75,x,x,68.2,80.9,85.3,50,12300,14200,19300,11.2,83.3,3,79.3
10007825,Guildhall School of Music and Drama,London,Historical & philosophical studies,Female + Male,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10040812,Harper Adams University,West Midlands,Historical & philosophical studies,Female + Male,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007147,University of Hertfordshire,East,Historical & philosophical studies,Female + Male,1,50,0,50,11.2,9.9,x,x,78.9,30,12900,17400,19600,x,x,2,77.9
10007765,Heythrop College,London,Historical & philosophical studies,Female + Male,1,130,1.6,125,10.3,10.3,49.8,68.8,79.4,60,10400,15300,22200,7,79.1,2,75.1
10007148,The University of Huddersfield,Yorkshire and the Humber,Historical & philosophical studies,Female + Male,1,50,0,50,6.2,7.3,x,x,86.5,25,12400,14200,17600,12.4,66.8,2,62.6
10007149,The University of Hull,Yorkshire and the Humber,Historical & philosophical studies,Female + Male,1,235,0.4,235,5.5,13.7,50.9,68.8,80.8,115,11100,14900,19300,12.5,81.4,2,77.8
10003270,Imperial College of Science Technology and Medicine,London,Historical & philosophical studies,Female + Male,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10007767,The University of Keele,West Midlands,Historical & philosophical studies,Female + Male,1,60,0.8,60,x,x,59.2,80.6,90.3,35,12600,14800,18800,12.4,94.2,2,85.8
10007150,The University of Kent,South East,Historical & philosophical studies,Female + Male,1,335,0.3,335,4.8,16.4,49.6,68,78.8,155,11900,16300,20300,8.2,87.3,2,83.4
10003645,King's College London,London,Historical & philosophical studies,Female + Male,1,245,0.4,245,7,11.1,49.4,68.5,81.9,110,11300,18300,24000,3,89.5,1,82.9
10003678,Kingston University,London,Historical & philosophical studies,Female + Male,1,95,0,95,6.6,14.8,59.7,71.8,78.6,55,12300,17200,19500,x,x,3,71.6
10007768,The University of Lancaster,North West,Historical & philosophical studies,Female + Male,1,210,0,210,8.8,9.6,48.9,69.4,81.6,100,13200,16400,20300,8.5,95.9,1,91.6
10003854,Leeds College of Art,Yorkshire and the Humber,Historical & philosophical studies,Female + Male,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
10003861,Leeds Beckett University,Yorkshire and the Humber,Historical & philosophical studies,Female + Male,1,80,0,80,6.3,8.9,62,79.7,84.8,45,12000,15700,19600,13.2,86.1,3,82.3
10007795,The University of Leeds,Yorkshire and the Humber,Historical & philosophical studies,Female + Male,1,610,0.6,605,8.5,14.5,55.8,70.5,77,320,12900,18500,22100,2.8,95.2,1,88.9
10003863,Leeds Trinity University,Yorkshire and the Humber,Historical & philosophical studies,Female + Male,1,40,0,40,x,x,x,x,89.7,25,10900,14400,17400,25,92.3,3,87.2
10007796,The University of Leicester,East Midlands,Historical & philosophical studies,Female + Male,1,250,0,250,8.5,12.1,48.6,69.2,79.4,120,12500,16700,20100,8,86.9,1,77.6
10007151,The University of Lincoln,East Midlands,Historical & philosophical studies,Female + Male,1,105,2.9,100,x,x,62.7,81.9,86.8,60,9500,12700,15900,17,86.3,2,84.3
